ECO,OpeningCategory,OpeningType,Games,BlackWins,BlackWinRate,AvgWhiteElo,AvgBlackElo,EloDiff
B36k,B,King's Pawn Opening,4,2.5,0.62,2261.5,2338.5,-77.0
D42r,D,Queen's Pawn Opening,2,2,1.0,2304.5,2471.0,-166.5
C90a,C,King's Pawn Opening,2,1.0,0.5,2278.0,2114.0,164.0
C16d,C,King's Pawn Opening,2,2,1.0,2006.0,2318.0,-312.0
A33i,A,Other,2,1.5,0.75,2080.5,2523.5,-443.0
E87c,E,Queen's Pawn Opening,4,2.5,0.62,2130.25,2061.0,69.25
D24l,D,Queen's Pawn Opening,3,0.5,0.17,2393.0,2161.67,231.33
D07w,D,Queen's Pawn Opening,6,2.5,0.42,2423.5,2315.83,107.67
B95h,B,King's Pawn Opening,3,1,0.33,2359.33,2311.67,47.66
B11m,B,King's Pawn Opening,10,6.0,0.6,2275.1,2297.6,-22.5
B91e,B,King's Pawn Opening,5,3.0,0.6,2123.0,2379.0,-256.0
B59c,B,King's Pawn Opening,3,2.5,0.83,2213.0,2156.33,56.67
C80t,C,King's Pawn Opening,3,0.5,0.17,2314.67,2209.33,105.34
E19k,E,Queen's Pawn Opening,1,0.5,0.5,2561.0,2524.0,37.0
E78,E,Queen's Pawn Opening,4,3.5,0.88,1816.25,2126.75,-310.5
E69z,E,Queen's Pawn Opening,8,2,0.25,2328.12,2182.38,145.74
A42m,A,Queen's Pawn Opening,7,2.5,0.36,2229.43,2322.29,-92.86
E79b,E,Queen's Pawn Opening,1,0.5,0.5,1951.0,1727.0,224.0
D21j,D,Queen's Pawn Opening,3,1.5,0.5,2187.33,2124.67,62.66
A69i,A,Queen's Pawn Opening,1,1,1.0,2270.0,1778.0,492.0
A70x,A,Queen's Pawn Opening,7,4,0.57,2254.0,2186.57,67.43
B46k,B,King's Pawn Opening,5,1,0.2,1840.8,1990.8,-150.0
E14q,E,Queen's Pawn Opening,8,3.5,0.44,2290.75,2207.62,83.13
B21j,B,King's Pawn Opening,9,7,0.78,1983.67,2204.0,-220.33
A52i,A,Queen's Pawn Opening,10,8,0.8,2224.9,2303.1,-78.2
C87b,C,King's Pawn Opening,4,0,0.0,2116.5,2107.5,9.0
E85g,E,Queen's Pawn Opening,14,7.5,0.54,2198.86,2131.79,67.07
B16n,B,King's Pawn Opening,10,6.0,0.6,2238.3,2134.1,104.2
D99c,D,Queen's Pawn Opening,2,1,0.5,2120.5,1932.0,188.5
E91f,E,Queen's Pawn Opening,9,3.0,0.33,2182.0,2267.33,-85.33
D95c,D,Queen's Pawn Opening,8,2,0.25,2377.5,2207.0,170.5
D44i,D,Queen's Pawn Opening,9,5.0,0.56,2268.67,2132.11,136.56
A33q,A,Other,22,7.5,0.34,2436.32,2432.32,4.0
D20s,D,Queen's Pawn Opening,4,1.5,0.38,2383.75,2329.5,54.25
D91t,D,Queen's Pawn Opening,8,2.5,0.31,2278.38,2277.12,1.26
B59o,B,King's Pawn Opening,5,2.5,0.5,2120.8,2230.4,-109.6
C25f,C,King's Pawn Opening,6,2.5,0.42,2174.33,2190.67,-16.34
C55m,C,King's Pawn Opening,2,1,0.5,1741.5,1706.0,35.5
C19k,C,King's Pawn Opening,3,1.0,0.33,2343.67,2227.0,116.67
C67e,C,King's Pawn Opening,3,1.5,0.5,1843.0,1962.67,-119.67
C14n,C,King's Pawn Opening,3,1,0.33,1897.67,2050.0,-152.33
B36d,B,King's Pawn Opening,4,1,0.25,2284.25,2028.75,255.5
B63j,B,King's Pawn Opening,6,3.0,0.5,2338.83,2309.83,29.0
B41d,B,King's Pawn Opening,6,2.5,0.42,2344.67,2312.33,32.34
A58f,A,Queen's Pawn Opening,11,5.0,0.45,2147.27,2091.64,55.63
C46h,C,King's Pawn Opening,13,6.0,0.46,2343.46,2349.62,-6.16
D42h,D,Queen's Pawn Opening,4,2.5,0.62,2189.75,2236.75,-47.0
B59m,B,King's Pawn Opening,4,2,0.5,2127.5,2350.75,-223.25
E80o,E,Queen's Pawn Opening,7,2,0.29,2275.71,1901.86,373.85
E31l,E,Queen's Pawn Opening,2,0,0.0,2075.5,1991.0,84.5
D27w,D,Queen's Pawn Opening,6,1.5,0.25,2342.67,2312.67,30.0
C97h,C,King's Pawn Opening,5,2.5,0.5,2236.2,2283.4,-47.2
B97w,B,King's Pawn Opening,1,1,1.0,1840.0,2246.0,-406.0
C30n,C,King's Pawn Opening,9,5.0,0.56,2099.33,2192.22,-92.89
C80a,C,King's Pawn Opening,1,0,0.0,2108.0,1925.0,183.0
A68l,A,Queen's Pawn Opening,4,0.5,0.12,2256.25,2402.0,-145.75
E74o,E,Queen's Pawn Opening,11,3.0,0.27,2320.36,2295.82,24.54
C98i,C,King's Pawn Opening,8,3.5,0.44,2387.0,2318.0,69.0
D26n,D,Queen's Pawn Opening,7,3.5,0.5,2422.43,2432.57,-10.14
C78a,C,King's Pawn Opening,4,0.5,0.12,2328.0,2219.25,108.75
A38l,A,Other,5,3.0,0.6,2131.6,2118.0,13.6
B93u,B,King's Pawn Opening,5,3.5,0.7,2133.2,2210.2,-77.0
C27a,C,King's Pawn Opening,4,2,0.5,2111.0,1968.75,142.25
E95i,E,Queen's Pawn Opening,2,1,0.5,2403.0,2431.5,-28.5
B05f,B,King's Pawn Opening,4,0,0.0,2297.25,2003.25,294.0
C91g,C,King's Pawn Opening,8,4.5,0.56,2330.75,2400.12,-69.37
B34h,B,King's Pawn Opening,12,3.0,0.25,2217.0,1753.42,463.58
E09e,E,Queen's Pawn Opening,3,0.5,0.17,2242.67,2254.67,-12.0
E74j,E,Queen's Pawn Opening,3,1.5,0.5,2133.67,2077.33,56.34
C29p,C,King's Pawn Opening,1,0.5,0.5,1602.0,1841.0,-239.0
B93j,B,King's Pawn Opening,2,0,0.0,2295.5,2054.5,241.0
B08m,B,King's Pawn Opening,7,4.5,0.64,1831.29,2034.71,-203.42
A68d,A,Queen's Pawn Opening,2,1.5,0.75,1489.5,1932.5,-443.0
B70k,B,King's Pawn Opening,9,6.5,0.72,2237.11,2137.33,99.78
B05d,B,King's Pawn Opening,7,2,0.29,1740.29,1918.71,-178.42
E76i,E,Queen's Pawn Opening,5,1,0.2,2250.8,2201.2,49.6
D18k,D,Queen's Pawn Opening,9,4.5,0.5,2285.78,2198.78,87.0
A59b,A,Queen's Pawn Opening,1,0,0.0,2308.0,1889.0,419.0
D17q,D,Queen's Pawn Opening,7,2.5,0.36,2401.14,2332.43,68.71
E18v,E,Queen's Pawn Opening,3,2.0,0.67,2355.33,2405.0,-49.67
C43a,C,King's Pawn Opening,2,2,1.0,2384.5,2447.5,-63.0
C19l,C,King's Pawn Opening,10,3.0,0.3,1891.2,1788.7,102.5
B38h,B,King's Pawn Opening,4,0,0.0,2092.25,2122.5,-30.25
A48m,A,Queen's Pawn Opening,6,3.5,0.58,2208.17,2245.17,-37.0
E66d,E,Queen's Pawn Opening,4,1.5,0.38,2362.0,2188.25,173.75
B91d,B,King's Pawn Opening,4,1,0.25,2268.25,1841.5,426.75
D89b,D,Queen's Pawn Opening,7,2.5,0.36,2228.57,2196.86,31.71
C26p,C,King's Pawn Opening,2,2,1.0,2439.5,2696.0,-256.5
D15q,D,Queen's Pawn Opening,10,1.5,0.15,2078.9,2058.6,20.3
D89i,D,Queen's Pawn Opening,8,4,0.5,2108.0,2130.0,-22.0
A68g,A,Queen's Pawn Opening,9,3.5,0.39,2283.0,2319.22,-36.22
D34u,D,Queen's Pawn Opening,3,2,0.67,2145.67,2122.0,23.67
D48s,D,Queen's Pawn Opening,3,1.5,0.5,2188.0,2217.67,-29.67
A42r,A,Queen's Pawn Opening,2,1.5,0.75,2096.0,2275.0,-179.0
C49e,C,King's Pawn Opening,6,3.5,0.58,2032.17,2035.0,-2.83
B81s,B,King's Pawn Opening,1,0.5,0.5,2482.0,2504.0,-22.0
C80n,C,King's Pawn Opening,4,3,0.75,2164.0,2306.0,-142.0
E17i,E,Queen's Pawn Opening,4,1.0,0.25,2370.0,2478.25,-108.25
D41k,D,Queen's Pawn Opening,6,2.5,0.42,2314.0,2205.83,108.17
C99o,C,King's Pawn Opening,6,2,0.33,2152.33,2151.33,1.0
A67l,A,Queen's Pawn Opening,8,2.5,0.31,2266.0,2231.5,34.5
B96q,B,King's Pawn Opening,3,1,0.33,2000.67,2226.33,-225.66
D43m,D,Queen's Pawn Opening,11,4.5,0.41,2324.18,2311.0,13.18
A67p,A,Queen's Pawn Opening,2,0,0.0,1707.5,2059.5,-352.0
E75j,E,Queen's Pawn Opening,4,1.5,0.38,2238.25,2346.75,-108.5
E83a,E,Queen's Pawn Opening,6,3,0.5,2193.5,2274.33,-80.83
E80p,E,Queen's Pawn Opening,5,2.5,0.5,2260.6,2388.2,-127.6
D46f,D,Queen's Pawn Opening,8,1.5,0.19,2113.0,2034.0,79.0
D55g,D,Queen's Pawn Opening,7,1.5,0.21,2172.57,2183.57,-11.0
C97i,C,King's Pawn Opening,4,1,0.25,2090.25,1913.25,177.0
E73v,E,Queen's Pawn Opening,2,0.5,0.25,1932.5,2129.5,-197.0
B40j,B,King's Pawn Opening,12,5,0.42,1807.5,1928.58,-121.08
D55d,D,Queen's Pawn Opening,5,2,0.4,1964.4,1930.4,34.0
D97h,D,Queen's Pawn Opening,1,1,1.0,2777.0,2753.0,24.0
C57a,C,King's Pawn Opening,3,0,0.0,2280.67,2201.67,79.0
D48i,D,Queen's Pawn Opening,5,1,0.2,2132.6,2228.6,-96.0
E38h,E,Queen's Pawn Opening,10,2.0,0.2,2049.4,1965.3,84.1
B62e,B,King's Pawn Opening,7,6,0.86,2051.71,2192.57,-140.86
B16d,B,King's Pawn Opening,8,4.0,0.5,2045.75,1996.0,49.75
C41e,C,King's Pawn Opening,6,4,0.67,2153.0,2048.83,104.17
B96s,B,King's Pawn Opening,1,0,0.0,2132.0,2135.0,-3.0
D19b,D,Queen's Pawn Opening,6,2.0,0.33,2170.67,2341.67,-171.0
E97u,E,Queen's Pawn Opening,4,1,0.25,2202.75,2163.25,39.5
A65e,A,Queen's Pawn Opening,3,0.5,0.17,2419.0,2276.33,142.67
B48p,B,King's Pawn Opening,6,4,0.67,2188.33,2311.17,-122.84
D06t,D,Queen's Pawn Opening,14,4.5,0.32,2102.64,2064.57,38.07
C41d,C,King's Pawn Opening,14,5.0,0.36,2247.14,2033.57,213.57
B96u,B,King's Pawn Opening,2,1,0.5,2362.0,2135.0,227.0
C64r,C,King's Pawn Opening,3,2,0.67,2013.67,2386.33,-372.66
A37p,A,Other,7,5.0,0.71,2047.57,2034.86,12.71
D34n,D,Queen's Pawn Opening,6,2.0,0.33,2365.33,2361.83,3.5
D16h,D,Queen's Pawn Opening,2,0.5,0.25,2516.5,2450.5,66.0
B99k,B,King's Pawn Opening,10,6.5,0.65,2247.1,2170.8,76.3
B27o,B,King's Pawn Opening,4,2,0.5,2094.5,2155.5,-61.0
C97a,C,King's Pawn Opening,8,3,0.38,1949.0,1958.12,-9.12
C48h,C,King's Pawn Opening,12,4.0,0.33,2359.75,2347.67,12.08
D52o,D,Queen's Pawn Opening,2,0.5,0.25,2304.0,2281.5,22.5
A59e,A,Queen's Pawn Opening,3,2,0.67,2264.67,2330.0,-65.33
C61b,C,King's Pawn Opening,7,2.5,0.36,1851.71,2136.57,-284.86
D53d,D,Queen's Pawn Opening,4,3,0.75,2040.5,1718.5,322.0
B99y,B,King's Pawn Opening,1,0,0.0,2362.0,2408.0,-46.0
B58a,B,King's Pawn Opening,1,0,0.0,2238.0,2408.0,-170.0
D00s,D,Queen's Pawn Opening,11,6.5,0.59,1929.09,2074.18,-145.09
C94b,C,King's Pawn Opening,3,1.0,0.33,1949.67,2002.33,-52.66
C55i,C,King's Pawn Opening,4,1,0.25,2227.5,2084.0,143.5
B15h,B,King's Pawn Opening,19,9.0,0.47,2298.95,2339.42,-40.47
E15s,E,Queen's Pawn Opening,4,1,0.25,2207.25,2352.25,-145.0
B47y,B,King's Pawn Opening,6,4.0,0.67,2076.0,2151.83,-75.83
D87a,D,Queen's Pawn Opening,5,3.0,0.6,2228.8,2233.8,-5.0
C40t,C,King's Pawn Opening,3,1,0.33,2352.33,2025.67,326.66
B37f,B,King's Pawn Opening,4,1.5,0.38,2514.0,2345.75,168.25
B19c,B,King's Pawn Opening,2,0.5,0.25,1825.5,1904.5,-79.0
B60k,B,King's Pawn Opening,3,1.5,0.5,2472.67,2222.0,250.67
B34m,B,King's Pawn Opening,9,3.5,0.39,1929.89,1629.89,300.0
E90x,E,Queen's Pawn Opening,4,1,0.25,2497.75,2459.0,38.75
C89k,C,King's Pawn Opening,6,3,0.5,1978.5,2144.33,-165.83
C78x,C,King's Pawn Opening,10,2.0,0.2,2269.3,2252.3,17.0
C40k,C,King's Pawn Opening,4,1.5,0.38,1887.75,1913.0,-25.25
B44m,B,King's Pawn Opening,11,5.5,0.5,2142.0,2285.64,-143.64
D58q,D,Queen's Pawn Opening,4,1.5,0.38,2036.25,2144.0,-107.75
C40o,C,King's Pawn Opening,1,0,0.0,1328.0,1802.0,-474.0
D77g,D,Queen's Pawn Opening,3,1.5,0.5,2166.33,2412.0,-245.67
E94h,E,Queen's Pawn Opening,7,4.5,0.64,2391.0,2546.57,-155.57
B67p,B,King's Pawn Opening,1,0,0.0,1995.0,2126.0,-131.0
C80s,C,King's Pawn Opening,6,2.5,0.42,2331.17,2345.83,-14.66
D07k,D,Queen's Pawn Opening,3,1,0.33,1788.33,1851.33,-63.0
D76b,D,Queen's Pawn Opening,10,6.5,0.65,2134.0,2127.4,6.6
A67n,A,Queen's Pawn Opening,2,1,0.5,2198.0,2226.0,-28.0
C45n,C,King's Pawn Opening,10,4.0,0.4,2006.7,2062.4,-55.7
E86h,E,Queen's Pawn Opening,5,1,0.2,1950.4,2255.6,-305.2
D40h,D,Queen's Pawn Opening,1,0,0.0,1905.0,2168.0,-263.0
D97p,D,Queen's Pawn Opening,6,4.5,0.75,2098.67,1994.5,104.17
D18h,D,Queen's Pawn Opening,2,1,0.5,2317.0,2202.5,114.5
D95g,D,Queen's Pawn Opening,3,3,1.0,2176.0,2418.0,-242.0
D79m,D,Queen's Pawn Opening,4,1.0,0.25,2347.25,2370.25,-23.0
B94k,B,King's Pawn Opening,7,3.5,0.5,2147.86,2314.14,-166.28
D26k,D,Queen's Pawn Opening,1,1,1.0,2302.0,2308.0,-6.0
E87g,E,Queen's Pawn Opening,2,0.5,0.25,2358.5,2446.0,-87.5
C30f,C,King's Pawn Opening,1,0,0.0,1706.0,1687.0,19.0
D27u,D,Queen's Pawn Opening,4,1.5,0.38,2236.0,2334.0,-98.0
C08k,C,King's Pawn Opening,5,2.0,0.4,2113.4,2173.4,-60.0
B91k,B,King's Pawn Opening,9,6.0,0.67,2150.67,2246.22,-95.55
E70u,E,Queen's Pawn Opening,2,1,0.5,2364.5,2335.0,29.5
B04d,B,King's Pawn Opening,3,3,1.0,2278.0,2391.33,-113.33
D18q,D,Queen's Pawn Opening,4,1,0.25,2273.0,2286.25,-13.25
D91o,D,Queen's Pawn Opening,2,2,1.0,2148.5,2321.0,-172.5
C85q,C,King's Pawn Opening,3,2,0.67,2329.67,2307.33,22.34
E10n,E,Queen's Pawn Opening,5,4,0.8,1755.0,2254.2,-499.2
E31a,E,Queen's Pawn Opening,3,1.0,0.33,2240.33,2254.33,-14.0
B03e,B,King's Pawn Opening,6,5.5,0.92,1667.33,2136.33,-469.0
B77h,B,King's Pawn Opening,8,4,0.5,2300.12,1967.38,332.74
C96o,C,King's Pawn Opening,4,1.5,0.38,2165.25,2195.75,-30.5
C00d,C,King's Pawn Opening,8,4.5,0.56,2054.38,2088.62,-34.24
D59g,D,Queen's Pawn Opening,3,1.0,0.33,2253.67,2165.0,88.67
C68a,C,King's Pawn Opening,3,1.0,0.33,2235.0,2107.0,128.0
B47i,B,King's Pawn Opening,9,4.0,0.44,2296.44,2180.67,115.77
A70p,A,Queen's Pawn Opening,1,0,0.0,2306.0,2249.0,57.0
B25x,B,King's Pawn Opening,3,2.5,0.83,1635.0,2026.67,-391.67
B32j,B,King's Pawn Opening,5,1.5,0.3,1731.6,2032.2,-300.6
D85r,D,Queen's Pawn Opening,15,9.5,0.63,2164.13,2187.87,-23.74
D21l,D,Queen's Pawn Opening,2,1,0.5,1679.5,1977.0,-297.5
E76o,E,Queen's Pawn Opening,2,2,1.0,2204.0,2107.5,96.5
C61m,C,King's Pawn Opening,3,2,0.67,2479.67,2323.33,156.34
E91b,E,Queen's Pawn Opening,2,1.5,0.75,2410.5,2394.5,16.0
D53i,D,Queen's Pawn Opening,3,2,0.67,2179.67,2397.67,-218.0
A56f,A,Queen's Pawn Opening,1,1,1.0,2329.0,2302.0,27.0
B63k,B,King's Pawn Opening,4,3,0.75,2014.5,2190.75,-176.25
C03m,C,King's Pawn Opening,3,1,0.33,2125.33,2301.0,-175.67
E09q,E,Queen's Pawn Opening,6,4.5,0.75,2236.17,2375.17,-139.0
E97s,E,Queen's Pawn Opening,5,3.5,0.7,2266.0,2271.6,-5.6
B47l,B,King's Pawn Opening,10,4.5,0.45,2109.2,2100.8,8.4
B94f,B,King's Pawn Opening,6,3.5,0.58,2006.5,1959.33,47.17
D10l,D,Queen's Pawn Opening,1,1,1.0,2191.0,2304.0,-113.0
B97t,B,King's Pawn Opening,1,0,0.0,1731.0,1885.0,-154.0
D12c,D,Queen's Pawn Opening,4,3,0.75,2085.75,2128.25,-42.5
D15p,D,Queen's Pawn Opening,1,0,0.0,2498.0,2200.0,298.0
E76c,E,Queen's Pawn Opening,4,2,0.5,2248.25,2119.0,129.25
B77c,B,King's Pawn Opening,1,0,0.0,2027.0,1841.0,186.0
B48j,B,King's Pawn Opening,3,1,0.33,2118.33,2278.0,-159.67
C96l,C,King's Pawn Opening,2,1,0.5,2256.0,2163.0,93.0
B92r,B,King's Pawn Opening,1,0,0.0,2483.0,2417.0,66.0
E32l,E,Queen's Pawn Opening,5,2,0.4,2317.4,2367.8,-50.4
E19h,E,Queen's Pawn Opening,3,0.5,0.17,2254.33,1897.0,357.33
B99g,B,King's Pawn Opening,2,0,0.0,2285.5,2202.0,83.5
B76g,B,King's Pawn Opening,10,4.0,0.4,2240.1,2195.5,44.6
B25u,B,King's Pawn Opening,6,2,0.33,1959.83,2146.83,-187.0
C13e,C,King's Pawn Opening,1,0,0.0,2103.0,2060.0,43.0
C60f,C,King's Pawn Opening,2,1,0.5,1827.0,1884.0,-57.0
C82i,C,King's Pawn Opening,11,2.5,0.23,2255.64,2253.91,1.73
C99l,C,King's Pawn Opening,5,2.5,0.5,2262.0,2125.6,136.4
B49a,B,King's Pawn Opening,1,1,1.0,1312.0,1880.0,-568.0
A80l,A,Queen's Pawn Opening,11,5.0,0.45,2258.64,2205.64,53.0
D21m,D,Queen's Pawn Opening,5,0.5,0.1,2434.4,2221.0,213.4
E69l,E,Queen's Pawn Opening,4,1.5,0.38,1941.5,2163.0,-221.5
B42c,B,King's Pawn Opening,5,2.5,0.5,2323.6,2463.2,-139.6
C47m,C,King's Pawn Opening,2,2,1.0,2142.5,2052.5,90.0
E73u,E,Queen's Pawn Opening,7,4.5,0.64,2134.57,2106.71,27.86
D10k,D,Queen's Pawn Opening,7,4.0,0.57,2165.0,2329.57,-164.57
B25m,B,King's Pawn Opening,3,2,0.67,1408.67,1916.0,-507.33
D98c,D,Queen's Pawn Opening,8,4.5,0.56,2261.75,2218.25,43.5
E09b,E,Queen's Pawn Opening,6,3.5,0.58,1925.17,2058.83,-133.66
C98e,C,King's Pawn Opening,1,1,1.0,2597.0,2612.0,-15.0
D28n,D,Queen's Pawn Opening,2,1,0.5,2595.0,2336.0,259.0
B44u,B,King's Pawn Opening,4,2.0,0.5,1475.0,2085.25,-610.25
E19j,E,Queen's Pawn Opening,6,3.5,0.58,2065.33,2244.0,-178.67
D14m,D,Queen's Pawn Opening,5,3.0,0.6,2303.0,2378.4,-75.4
D29c,D,Queen's Pawn Opening,3,2.0,0.67,2340.33,2226.33,114.0
C63t,C,King's Pawn Opening,3,0.5,0.17,2209.33,2007.33,202.0
C57c,C,King's Pawn Opening,3,1,0.33,2164.0,2147.0,17.0
E73m,E,Queen's Pawn Opening,5,3.5,0.7,1688.4,1710.8,-22.4
C43b,C,King's Pawn Opening,9,2,0.22,1852.67,1501.22,351.45
B63u,B,King's Pawn Opening,1,1,1.0,2157.0,2259.0,-102.0
E90j,E,Queen's Pawn Opening,10,2,0.2,2294.3,2184.5,109.8
B36b,B,King's Pawn Opening,4,2.5,0.62,2265.25,2210.75,54.5
B60j,B,King's Pawn Opening,2,1,0.5,2295.5,2106.0,189.5
C56c,C,King's Pawn Opening,6,4.5,0.75,2155.67,2351.83,-196.16
E98b,E,Queen's Pawn Opening,1,0,0.0,2127.0,2196.0,-69.0
B33i,B,King's Pawn Opening,5,1,0.2,2041.4,2086.8,-45.4
E85c,E,Queen's Pawn Opening,2,0.5,0.25,2187.0,2135.0,52.0
D23c,D,Queen's Pawn Opening,4,0.5,0.12,2042.5,1428.25,614.25
D15w,D,Queen's Pawn Opening,1,0.5,0.5,2216.0,2360.0,-144.0
C86f,C,King's Pawn Opening,5,3.0,0.6,2153.0,2367.8,-214.8
E85i,E,Queen's Pawn Opening,4,0,0.0,2212.0,2346.0,-134.0
A55q,A,Queen's Pawn Opening,7,3.0,0.43,2216.86,2227.14,-10.28
D91i,D,Queen's Pawn Opening,3,2,0.67,2391.0,2246.0,145.0
B99x,B,King's Pawn Opening,2,0,0.0,1851.5,2231.0,-379.5
A67j,A,Queen's Pawn Opening,6,0.5,0.08,2419.83,2224.33,195.5
E14f,E,Queen's Pawn Opening,4,3.0,0.75,2341.75,2534.25,-192.5
C12r,C,King's Pawn Opening,2,2,1.0,2276.5,2447.0,-170.5
E13b,E,Queen's Pawn Opening,1,0,0.0,2308.0,2074.0,234.0
B58p,B,King's Pawn Opening,7,3,0.43,2260.43,2254.43,6.0
D25q,D,Queen's Pawn Opening,5,0,0.0,2417.0,2264.4,152.6
B96r,B,King's Pawn Opening,10,4,0.4,2158.7,2267.1,-108.4
B27p,B,King's Pawn Opening,4,2.0,0.5,2297.0,2272.0,25.0
C14j,C,King's Pawn Opening,5,2,0.4,2024.6,1979.0,45.6
B05u,B,King's Pawn Opening,5,2.5,0.5,2314.4,2096.8,217.6
D45w,D,Queen's Pawn Opening,5,1.5,0.3,1952.4,1807.8,144.6
C85c,C,King's Pawn Opening,1,1,1.0,2289.0,2499.0,-210.0
D48h,D,Queen's Pawn Opening,1,0.5,0.5,2253.0,2244.0,9.0
C46e,C,King's Pawn Opening,5,2.5,0.5,1761.2,1446.6,314.6
D24h,D,Queen's Pawn Opening,4,1.5,0.38,2302.25,2437.25,-135.0
B09s,B,King's Pawn Opening,3,2.5,0.83,2106.67,2098.67,8.0
B63q,B,King's Pawn Opening,2,0.5,0.25,2346.0,2367.5,-21.5
E85e,E,Queen's Pawn Opening,7,4,0.57,2246.57,2340.14,-93.57
D24n,D,Queen's Pawn Opening,2,2,1.0,2403.0,2307.5,95.5
E32o,E,Queen's Pawn Opening,1,0.5,0.5,2617.0,2417.0,200.0
B96n,B,King's Pawn Opening,6,3,0.5,2020.67,2169.5,-148.83
B63i,B,King's Pawn Opening,6,3,0.5,2288.33,2383.83,-95.5
C59i,C,King's Pawn Opening,2,1,0.5,1925.5,2125.0,-199.5
B93b,B,King's Pawn Opening,5,3,0.6,2314.6,2206.6,108.0
E73j,E,Queen's Pawn Opening,4,2.5,0.62,2001.5,2363.0,-361.5
B29l,B,King's Pawn Opening,7,5.5,0.79,2230.86,2288.86,-58.0
C13k,C,King's Pawn Opening,6,4,0.67,2344.67,2197.5,147.17
E98l,E,Queen's Pawn Opening,1,0,0.0,2152.0,2295.0,-143.0
E12y,E,Queen's Pawn Opening,3,2,0.67,2518.67,2559.33,-40.66
D59e,D,Queen's Pawn Opening,2,0.5,0.25,2337.5,2217.0,120.5
E14e,E,Queen's Pawn Opening,4,3.0,0.75,2197.0,1809.5,387.5
D53a,D,Queen's Pawn Opening,1,1,1.0,1047.0,1509.0,-462.0
C30l,C,King's Pawn Opening,8,5,0.62,1958.0,2059.62,-101.62
B61h,B,King's Pawn Opening,5,1.5,0.3,2405.8,2481.2,-75.4
B58q,B,King's Pawn Opening,5,2.0,0.4,2395.2,2256.0,139.2
B34t,B,King's Pawn Opening,2,1,0.5,1471.5,1940.5,-469.0
D10q,D,Queen's Pawn Opening,1,1,1.0,1433.0,2444.0,-1011.0
D53n,D,Queen's Pawn Opening,4,1.5,0.38,2228.0,2016.75,211.25
B80n,B,King's Pawn Opening,2,2,1.0,1832.0,2333.0,-501.0
A30k,A,Other,1,0,0.0,2235.0,2135.0,100.0
D33b,D,Queen's Pawn Opening,2,1.5,0.75,2414.0,2205.0,209.0
D16j,D,Queen's Pawn Opening,2,1,0.5,1955.0,2336.0,-381.0
B94i,B,King's Pawn Opening,4,1,0.25,2033.0,2038.0,-5.0
B94b,B,King's Pawn Opening,1,0,0.0,2231.0,2116.0,115.0
E74d,E,Queen's Pawn Opening,7,2,0.29,2247.71,2037.0,210.71
A69l,A,Queen's Pawn Opening,3,0,0.0,2364.33,2180.33,184.0
A68i,A,Queen's Pawn Opening,1,0,0.0,2322.0,2441.0,-119.0
E83h,E,Queen's Pawn Opening,6,2.5,0.42,2054.33,2167.33,-113.0
C82m,C,King's Pawn Opening,2,1,0.5,2233.5,2202.0,31.5
E17e,E,Queen's Pawn Opening,3,0.5,0.17,2315.0,2094.0,221.0
E87j,E,Queen's Pawn Opening,2,1,0.5,1950.5,1849.5,101.0
C64k,C,King's Pawn Opening,3,1,0.33,2251.67,2119.33,132.34
E73c,E,Queen's Pawn Opening,7,5,0.71,2464.57,2542.29,-77.72
C63s,C,King's Pawn Opening,4,2,0.5,2301.5,2169.5,132.0
A09s,A,Other,6,2.0,0.33,2376.67,2400.0,-23.33
C85o,C,King's Pawn Opening,5,3.5,0.7,2157.2,2307.4,-150.2
C29o,C,King's Pawn Opening,4,1.5,0.38,2383.0,2282.0,101.0
E82a,E,Queen's Pawn Opening,3,1,0.33,2278.67,2374.0,-95.33
D58l,D,Queen's Pawn Opening,2,2,1.0,1073.5,2070.5,-997.0
E00n,E,Queen's Pawn Opening,2,1,0.5,2252.5,2072.5,180.0
C61k,C,King's Pawn Opening,3,0.5,0.17,2279.0,2230.0,49.0
A70o,A,Queen's Pawn Opening,13,4,0.31,2172.69,2145.46,27.23
D97i,D,Queen's Pawn Opening,2,0,0.0,2313.5,2262.5,51.0
A60o,A,Queen's Pawn Opening,2,0,0.0,2124.5,2452.5,-328.0
E95n,E,Queen's Pawn Opening,4,3.5,0.88,2203.25,2395.5,-192.25
B96e,B,King's Pawn Opening,1,1,1.0,2080.0,2598.0,-518.0
D27f,D,Queen's Pawn Opening,6,2.0,0.33,2274.67,2224.17,50.5
E75e,E,Queen's Pawn Opening,3,0.5,0.17,2611.33,2363.67,247.66
C13h,C,King's Pawn Opening,2,2,1.0,648.5,1577.0,-928.5
B58m,B,King's Pawn Opening,6,1.5,0.25,2513.5,2337.5,176.0
B19e,B,King's Pawn Opening,6,2,0.33,2198.0,1977.67,220.33
C13a,C,King's Pawn Opening,4,2.0,0.5,1893.5,1499.0,394.5
B36c,B,King's Pawn Opening,4,3.5,0.88,2129.5,2260.25,-130.75
E69n,E,Queen's Pawn Opening,10,5.5,0.55,2289.9,2283.8,6.1
E98e,E,Queen's Pawn Opening,1,1,1.0,2277.0,2368.0,-91.0
D59m,D,Queen's Pawn Opening,3,1.0,0.33,2484.0,2229.0,255.0
E13i,E,Queen's Pawn Opening,1,1,1.0,1634.0,2366.0,-732.0
C60b,C,King's Pawn Opening,2,0.5,0.25,2444.5,2446.5,-2.0
